index,date,description,event_id,away_team,home_team,julian_day
873,2014-11-10T00:30:00Z,Miami Heat at Dallas Mavericks Tickets,9107048,Miami Heat,Dallas Mavericks,2014_314
874,2015-02-26T03:30:00Z,San Antonio Spurs at Portland Trail Blazers Tickets,9107422,San Antonio Spurs,Portland Trail Blazers,2015_057
875,2015-03-14T23:00:00Z,Sacramento Kings at Washington Wizards Tickets,9107423,Sacramento Kings,Washington Wizards,2015_073
876,2015-03-16T23:00:00Z,Portland Trail Blazers at Washington Wizards Tickets,9107426,Portland Trail Blazers,Washington Wizards,2015_075
877,2015-01-28T00:30:00Z,Milwaukee Bucks at Miami Heat Tickets,9107234,Milwaukee Bucks,Miami Heat,2015_028
878,2015-01-31T01:00:00Z,Dallas Mavericks at Miami Heat Tickets,9107238,Dallas Mavericks,Miami Heat,2015_031
879,2015-02-26T00:30:00Z,New York Knicks at Boston Celtics Tickets,9107034,New York Knicks,Boston Celtics,2015_057
880,2014-12-20T00:00:00Z,Utah Jazz at Orlando Magic Tickets,9107625,Utah Jazz,Orlando Magic,2014_354
881,2015-04-03T23:30:00Z,Toronto Raptors at Brooklyn Nets Tickets,9107033,Toronto Raptors,Brooklyn Nets,2015_093
882,2015-02-28T00:30:00Z,Charlotte Hornets at Boston Celtics Tickets,9107035,Charlotte Hornets,Boston Celtics,2015_059
883,2014-12-06T00:30:00Z,Los Angeles Lakers at Boston Celtics Tickets,9107038,Los Angeles Lakers,Boston Celtics,2014_340
884,2015-01-04T01:00:00Z,Utah Jazz at Minnesota Timberwolves Tickets,9107965,Utah Jazz,Minnesota Timberwolves,2015_004
885,2014-11-16T18:00:00Z,Denver Nuggets at New York Knicks Tickets,9106797,Denver Nuggets,New York Knicks,2014_320
886,2015-01-21T00:30:00Z,Oklahoma City Thunder at Miami Heat Tickets,9107228,Oklahoma City Thunder,Miami Heat,2015_021
887,2014-11-15T00:30:00Z,Utah Jazz at New York Knicks Tickets,9106795,Utah Jazz,New York Knicks,2014_319
888,2014-11-13T00:30:00Z,Orlando Magic at New York Knicks Tickets,9106794,Orlando Magic,New York Knicks,2014_317
889,2014-11-11T00:30:00Z,Atlanta Hawks at New York Knicks Tickets,9106792,Atlanta Hawks,New York Knicks,2014_315
890,2014-12-30T00:30:00Z,Orlando Magic at Miami Heat Tickets,9107222,Orlando Magic,Miami Heat,2014_364
891,2014-12-28T00:30:00Z,Memphis Grizzlies at Miami Heat Tickets,9107220,Memphis Grizzlies,Miami Heat,2014_362
892,2014-11-21T03:30:00Z,Chicago Bulls at Sacramento Kings Tickets,9107221,Chicago Bulls,Sacramento Kings,2014_325
893,2015-01-01T00:00:00Z,Charlotte Hornets at Houston Rockets Tickets,9107227,Charlotte Hornets,Houston Rockets,2015_001
894,2015-02-12T00:30:00Z,Atlanta Hawks at Boston Celtics Tickets,9107032,Atlanta Hawks,Boston Celtics,2015_043
895,2015-01-04T23:00:00Z,Brooklyn Nets at Miami Heat Tickets,9107224,Brooklyn Nets,Miami Heat,2015_004
896,2015-01-17T00:30:00Z,Atlanta Hawks at Toronto Raptors Tickets,9107638,Atlanta Hawks,Toronto Raptors,2015_017
897,2015-02-01T18:00:00Z,Miami Heat at Boston Celtics Tickets,9107024,Miami Heat,Boston Celtics,2015_032
898,2015-01-24T00:30:00Z,Indiana Pacers at Miami Heat Tickets,9107230,Indiana Pacers,Miami Heat,2015_024
899,2015-02-07T00:30:00Z,Philadelphia 76ers at Boston Celtics Tickets,9107027,Philadelphia 76ers,Boston Celtics,2015_038
900,2015-01-22T00:00:00Z,New York Knicks at Philadelphia 76ers Tickets,9107833,New York Knicks,Philadelphia 76ers,2015_022
901,2014-11-27T01:00:00Z,Utah Jazz at Oklahoma City Thunder Tickets,9107187,Utah Jazz,Oklahoma City Thunder,2014_331
902,2015-02-23T02:30:00Z,Boston Celtics at Los Angeles Lakers Tickets,9106991,Boston Celtics,Los Angeles Lakers,2015_054
903,2015-02-28T03:30:00Z,Milwaukee Bucks at Los Angeles Lakers Tickets,9106993,Milwaukee Bucks,Los Angeles Lakers,2015_059
904,2015-03-09T01:30:00Z,Dallas Mavericks at Los Angeles Lakers Tickets,9106995,Dallas Mavericks,Los Angeles Lakers,2015_068
905,2015-04-13T01:30:00Z,Dallas Mavericks at Los Angeles Lakers Tickets,9106996,Dallas Mavericks,Los Angeles Lakers,2015_103
906,2015-03-11T02:30:00Z,Detroit Pistons at Los Angeles Lakers Tickets,9106998,Detroit Pistons,Los Angeles Lakers,2015_070
907,2014-11-13T00:30:00Z,Indiana Pacers at Miami Heat Tickets,9107197,Indiana Pacers,Miami Heat,2014_317
908,2014-11-16T23:00:00Z,Milwaukee Bucks at Miami Heat Tickets,9107198,Milwaukee Bucks,Miami Heat,2014_320
909,2014-11-21T01:00:00Z,Los Angeles Clippers at Miami Heat Tickets,9107199,Los Angeles Clippers,Miami Heat,2014_325
910,2014-11-18T00:00:00Z,Dallas Mavericks at Charlotte Hornets Tickets,9107855,Dallas Mavericks,Charlotte Hornets,2014_322
911,2014-11-23T02:00:00Z,New Orleans Pelicans at Utah Jazz Tickets,9107858,New Orleans Pelicans,Utah Jazz,2014_327
912,2015-03-07T00:00:00Z,Utah Jazz at Philadelphia 76ers Tickets,9107854,Utah Jazz,Philadelphia 76ers,2015_066
913,2015-04-04T02:30:00Z,Portland Trail Blazers at Los Angeles Lakers Tickets,9106971,Portland Trail Blazers,Los Angeles Lakers,2015_094
914,2014-12-17T00:30:00Z,Miami Heat at Brooklyn Nets Tickets,9106973,Miami Heat,Brooklyn Nets,2014_351
915,2014-12-13T00:30:00Z,Philadelphia 76ers at Brooklyn Nets Tickets,9106970,Philadelphia 76ers,Brooklyn Nets,2014_347
916,2015-01-14T03:30:00Z,Miami Heat at Los Angeles Lakers Tickets,9106975,Miami Heat,Los Angeles Lakers,2015_014
917,2015-03-29T17:00:00Z,Philadelphia 76ers at Cleveland Cavaliers Tickets,9106976,Philadelphia 76ers,Cleveland Cavaliers,2015_088
918,2015-01-16T03:30:00Z,Cleveland Cavaliers at Los Angeles Lakers Tickets,9106978,Cleveland Cavaliers,Los Angeles Lakers,2015_016
919,2014-11-19T02:00:00Z,Oklahoma City Thunder at Utah Jazz Tickets,9107848,Oklahoma City Thunder,Utah Jazz,2014_323
920,2015-01-30T03:30:00Z,Chicago Bulls at Los Angeles Lakers Tickets,9106982,Chicago Bulls,Los Angeles Lakers,2015_030
921,2015-01-28T03:30:00Z,Washington Wizards at Los Angeles Lakers Tickets,9106980,Washington Wizards,Los Angeles Lakers,2015_028
922,2015-02-21T03:30:00Z,Brooklyn Nets at Los Angeles Lakers Tickets,9106988,Brooklyn Nets,Los Angeles Lakers,2015_052
923,2014-12-20T03:30:00Z,Oklahoma City Thunder at Los Angeles Lakers Tickets,9106954,Oklahoma City Thunder,Los Angeles Lakers,2014_354
924,2015-03-01T20:30:00Z,Oklahoma City Thunder at Los Angeles Lakers Tickets,9106957,Oklahoma City Thunder,Los Angeles Lakers,2015_060
925,2014-11-20T00:30:00Z,Milwaukee Bucks at Brooklyn Nets Tickets,9106952,Milwaukee Bucks,Brooklyn Nets,2014_324
926,2015-04-16T02:30:00Z,Sacramento Kings at Los Angeles Lakers Tickets,9106951,Sacramento Kings,Los Angeles Lakers,2015_106
927,2014-12-09T00:30:00Z,Cleveland Cavaliers at Brooklyn Nets Tickets,9106967,Cleveland Cavaliers,Brooklyn Nets,2014_343
928,2015-01-10T03:30:00Z,Orlando Magic at Los Angeles Lakers Tickets,9106965,Orlando Magic,Los Angeles Lakers,2015_010
929,2014-12-06T00:30:00Z,Atlanta Hawks at Brooklyn Nets Tickets,9106964,Atlanta Hawks,Brooklyn Nets,2014_340
930,2015-01-12T02:30:00Z,Portland Trail Blazers at Los Angeles Lakers Tickets,9106969,Portland Trail Blazers,Los Angeles Lakers,2015_012
931,2015-01-05T02:30:00Z,Indiana Pacers at Los Angeles Lakers Tickets,9106962,Indiana Pacers,Los Angeles Lakers,2015_005
932,2015-04-11T02:30:00Z,Minnesota Timberwolves at Los Angeles Lakers Tickets,9106936,Minnesota Timberwolves,Los Angeles Lakers,2015_101
933,2014-12-01T02:30:00Z,Toronto Raptors at Los Angeles Lakers Tickets,9106938,Toronto Raptors,Los Angeles Lakers,2014_335
934,2015-01-03T03:30:00Z,Memphis Grizzlies at Los Angeles Lakers Tickets,9106932,Memphis Grizzlies,Los Angeles Lakers,2015_003
935,2014-11-29T03:30:00Z,Minnesota Timberwolves at Los Angeles Lakers Tickets,9106934,Minnesota Timberwolves,Los Angeles Lakers,2014_333
936,2014-11-27T03:30:00Z,Memphis Grizzlies at Los Angeles Lakers Tickets,9106930,Memphis Grizzlies,Los Angeles Lakers,2014_331
937,2014-12-06T00:30:00Z,Cleveland Cavaliers at Toronto Raptors Tickets,9107611,Cleveland Cavaliers,Toronto Raptors,2014_340
938,2014-11-17T23:30:00Z,Miami Heat at Brooklyn Nets Tickets,9106949,Miami Heat,Brooklyn Nets,2014_321
939,2014-12-10T03:30:00Z,Sacramento Kings at Los Angeles Lakers Tickets,9106948,Sacramento Kings,Los Angeles Lakers,2014_344
940,2015-03-15T00:00:00Z,Milwaukee Bucks at Memphis Grizzlies Tickets,9107808,Milwaukee Bucks,Memphis Grizzlies,2015_074
941,2014-11-09T20:30:00Z,Orlando Magic at Brooklyn Nets Tickets,9106946,Orlando Magic,Brooklyn Nets,2014_313
942,2015-04-02T02:30:00Z,New Orleans Pelicans at Los Angeles Lakers Tickets,9106945,New Orleans Pelicans,Los Angeles Lakers,2015_092
943,2014-11-29T00:30:00Z,Dallas Mavericks at Toronto Raptors Tickets,9107608,Dallas Mavericks,Toronto Raptors,2014_333
944,2014-12-08T02:30:00Z,New Orleans Pelicans at Los Angeles Lakers Tickets,9106941,New Orleans Pelicans,Los Angeles Lakers,2014_342
945,2014-11-10T02:30:00Z,Charlotte Hornets at Los Angeles Lakers Tickets,9106911,Charlotte Hornets,Los Angeles Lakers,2014_314
946,2014-11-20T00:00:00Z,San Antonio Spurs at Cleveland Cavaliers Tickets,9106910,San Antonio Spurs,Cleveland Cavaliers,2014_324
947,2014-11-15T03:00:00Z,San Antonio Spurs at Los Angeles Lakers Tickets,9106915,San Antonio Spurs,Los Angeles Lakers,2014_319
948,2014-11-24T02:30:00Z,Denver Nuggets at Los Angeles Lakers Tickets,9106925,Denver Nuggets,Los Angeles Lakers,2014_328
949,2015-02-11T03:30:00Z,Denver Nuggets at Los Angeles Lakers Tickets,9106927,Denver Nuggets,Los Angeles Lakers,2015_042
950,2014-12-29T02:30:00Z,Phoenix Suns at Los Angeles Lakers Tickets,9106908,Phoenix Suns,Los Angeles Lakers,2014_363
951,2014-12-30T01:00:00Z,Washington Wizards at Houston Rockets Tickets,9107313,Washington Wizards,Houston Rockets,2014_364
952,2015-02-22T01:00:00Z,Toronto Raptors at Houston Rockets Tickets,9107308,Toronto Raptors,Houston Rockets,2015_053
953,2014-12-23T01:00:00Z,Portland Trail Blazers at Houston Rockets Tickets,9107300,Portland Trail Blazers,Houston Rockets,2014_357
954,2014-11-27T01:00:00Z,Sacramento Kings at Houston Rockets Tickets,9107302,Sacramento Kings,Houston Rockets,2014_331
955,2014-11-22T03:30:00Z,Chicago Bulls at Portland Trail Blazers Tickets,9107340,Chicago Bulls,Portland Trail Blazers,2014_326
956,2014-11-30T00:00:00Z,New Orleans Pelicans at Washington Wizards Tickets,9107338,New Orleans Pelicans,Washington Wizards,2014_334
957,2014-12-03T01:00:00Z,Oklahoma City Thunder at New Orleans Pelicans Tickets,9107335,Oklahoma City Thunder,New Orleans Pelicans,2014_337
958,2014-11-26T00:00:00Z,Atlanta Hawks at Washington Wizards Tickets,9107333,Atlanta Hawks,Washington Wizards,2014_330
959,2014-11-22T01:00:00Z,Cleveland Cavaliers at Washington Wizards Tickets,9107331,Cleveland Cavaliers,Washington Wizards,2014_326
960,2014-11-20T00:00:00Z,Dallas Mavericks at Washington Wizards Tickets,9107328,Dallas Mavericks,Washington Wizards,2014_324
961,2014-11-15T01:00:00Z,Minnesota Timberwolves at New Orleans Pelicans Tickets,9107329,Minnesota Timberwolves,New Orleans Pelicans,2014_319
962,2014-11-13T00:00:00Z,Detroit Pistons at Washington Wizards Tickets,9107324,Detroit Pistons,Washington Wizards,2014_317
963,2015-01-06T01:00:00Z,Houston Rockets at Chicago Bulls Tickets,9107111,Houston Rockets,Chicago Bulls,2015_006
964,2015-01-24T01:00:00Z,Chicago Bulls at Dallas Mavericks Tickets,9107113,Chicago Bulls,Dallas Mavericks,2015_024
965,2015-01-22T01:00:00Z,Oklahoma City Thunder at Washington Wizards Tickets,9107387,Oklahoma City Thunder,Washington Wizards,2015_022
966,2014-12-26T01:00:00Z,Los Angeles Lakers at Chicago Bulls Tickets,9107101,Los Angeles Lakers,Chicago Bulls,2014_360
967,2014-12-31T01:00:00Z,Brooklyn Nets at Chicago Bulls Tickets,9107105,Brooklyn Nets,Chicago Bulls,2014_365
968,2014-12-28T01:00:00Z,New Orleans Pelicans at Chicago Bulls Tickets,9107103,New Orleans Pelicans,Chicago Bulls,2014_362
969,2015-02-01T01:00:00Z,Oklahoma City Thunder at Memphis Grizzlies Tickets,9107794,Oklahoma City Thunder,Memphis Grizzlies,2015_032
970,2015-01-02T01:00:00Z,Denver Nuggets at Chicago Bulls Tickets,9107107,Denver Nuggets,Chicago Bulls,2015_002
971,2014-12-12T01:00:00Z,Cleveland Cavaliers at Oklahoma City Thunder Tickets,9107133,Cleveland Cavaliers,Oklahoma City Thunder,2014_346
972,2015-02-21T01:30:00Z,Houston Rockets at Dallas Mavericks Tickets,9107134,Houston Rockets,Dallas Mavericks,2015_052
973,2015-02-11T01:00:00Z,Sacramento Kings at Chicago Bulls Tickets,9107131,Sacramento Kings,Chicago Bulls,2015_042
974,2014-11-22T01:00:00Z,Brooklyn Nets at Oklahoma City Thunder Tickets,9107124,Brooklyn Nets,Oklahoma City Thunder,2014_326
975,2014-12-10T01:00:00Z,Milwaukee Bucks at Oklahoma City Thunder Tickets,9107162,Milwaukee Bucks,Oklahoma City Thunder,2014_344
976,2014-12-14T23:00:00Z,Utah Jazz at Washington Wizards Tickets,9107357,Utah Jazz,Washington Wizards,2014_348
977,2014-11-17T00:00:00Z,Houston Rockets at Oklahoma City Thunder Tickets,9107154,Houston Rockets,Oklahoma City Thunder,2014_321
978,2014-11-23T23:00:00Z,Los Angeles Clippers at Memphis Grizzlies Tickets,9107748,Los Angeles Clippers,Memphis Grizzlies,2014_327
979,2014-12-17T00:00:00Z,Minnesota Timberwolves at Washington Wizards Tickets,9107361,Minnesota Timberwolves,Washington Wizards,2014_351
980,2014-12-04T00:00:00Z,Los Angeles Lakers at Washington Wizards Tickets,9107344,Los Angeles Lakers,Washington Wizards,2014_338
981,2014-12-02T00:00:00Z,Miami Heat at Washington Wizards Tickets,9107341,Miami Heat,Washington Wizards,2014_336
982,2015-03-01T18:00:00Z,Los Angeles Clippers at Chicago Bulls Tickets,9107153,Los Angeles Clippers,Chicago Bulls,2015_060
983,2015-03-06T03:30:00Z,Dallas Mavericks at Portland Trail Blazers Tickets,9107348,Dallas Mavericks,Portland Trail Blazers,2015_065
984,2014-12-31T00:30:00Z,Cleveland Cavaliers at Atlanta Hawks Tickets,9107751,Cleveland Cavaliers,Atlanta Hawks,2014_365
985,2015-01-19T22:00:00Z,Dallas Mavericks at Memphis Grizzlies Tickets,9107758,Dallas Mavericks,Memphis Grizzlies,2015_019
986,2014-11-15T01:00:00Z,Detroit Pistons at Oklahoma City Thunder Tickets,9107145,Detroit Pistons,Oklahoma City Thunder,2014_319
987,2015-02-26T01:00:00Z,Charlotte Hornets at Chicago Bulls Tickets,9107148,Charlotte Hornets,Chicago Bulls,2015_057
988,2014-11-24T00:00:00Z,Golden State Warriors at Oklahoma City Thunder Tickets,9107147,Golden State Warriors,Oklahoma City Thunder,2014_328
989,2015-01-10T01:00:00Z,Chicago Bulls at Washington Wizards Tickets,9107375,Chicago Bulls,Washington Wizards,2015_010
990,2014-12-17T01:00:00Z,Golden State Warriors at Memphis Grizzlies Tickets,9107761,Golden State Warriors,Memphis Grizzlies,2014_351
991,2015-01-19T19:00:00Z,Philadelphia 76ers at Washington Wizards Tickets,9107384,Philadelphia 76ers,Washington Wizards,2015_019
992,2015-01-17T00:00:00Z,Brooklyn Nets at Washington Wizards Tickets,9107380,Brooklyn Nets,Washington Wizards,2015_017
993,2015-04-04T00:00:00Z,Detroit Pistons at Chicago Bulls Tickets,9107175,Detroit Pistons,Chicago Bulls,2015_094
994,2015-01-26T02:30:00Z,Houston Rockets at Los Angeles Lakers Tickets,9106899,Houston Rockets,Los Angeles Lakers,2015_026
995,2015-03-29T00:00:00Z,New York Knicks at Chicago Bulls Tickets,9107173,New York Knicks,Chicago Bulls,2015_088
996,2014-12-23T23:00:00Z,Chicago Bulls at Washington Wizards Tickets,9107365,Chicago Bulls,Washington Wizards,2014_357
997,2014-11-29T01:00:00Z,New York Knicks at Oklahoma City Thunder Tickets,9107170,New York Knicks,Oklahoma City Thunder,2014_333
998,2015-03-19T23:30:00Z,Minnesota Timberwolves at New York Knicks Tickets,9106892,Minnesota Timberwolves,New York Knicks,2015_078
999,2014-12-22T00:00:00Z,New Orleans Pelicans at Oklahoma City Thunder Tickets,9107168,New Orleans Pelicans,Oklahoma City Thunder,2014_356
1000,2014-12-16T00:00:00Z,Boston Celtics at Philadelphia 76ers Tickets,9107779,Boston Celtics,Philadelphia 76ers,2014_350
1001,2015-03-27T23:30:00Z,Cleveland Cavaliers at Brooklyn Nets Tickets,9107029,Cleveland Cavaliers,Brooklyn Nets,2015_086
1002,2015-03-23T23:30:00Z,Boston Celtics at Brooklyn Nets Tickets,9107028,Boston Celtics,Brooklyn Nets,2015_082
1003,2015-03-21T00:30:00Z,Memphis Grizzlies at Dallas Mavericks Tickets,9107118,Memphis Grizzlies,Dallas Mavericks,2015_080
1004,2015-03-14T00:30:00Z,Los Angeles Clippers at Dallas Mavericks Tickets,9107128,Los Angeles Clippers,Dallas Mavericks,2015_073
1005,2015-03-19T00:30:00Z,Orlando Magic at Dallas Mavericks Tickets,9107152,Orlando Magic,Dallas Mavericks,2015_078
1006,2015-02-13T01:00:00Z,Cleveland Cavaliers at Chicago Bulls Tickets,9107137,Cleveland Cavaliers,Chicago Bulls,2015_044
1007,2015-02-28T01:00:00Z,Miami Heat at New Orleans Pelicans Tickets,9107412,Miami Heat,New Orleans Pelicans,2015_059
1008,2014-12-04T00:30:00Z,San Antonio Spurs at Brooklyn Nets Tickets,9106960,San Antonio Spurs,Brooklyn Nets,2014_338
1009,2015-02-03T01:00:00Z,Atlanta Hawks at New Orleans Pelicans Tickets,9107399,Atlanta Hawks,New Orleans Pelicans,2015_034
1010,2015-01-25T01:00:00Z,Philadelphia 76ers at Memphis Grizzlies Tickets,9107786,Philadelphia 76ers,Memphis Grizzlies,2015_025
1011,2015-01-27T01:00:00Z,Philadelphia 76ers at New Orleans Pelicans Tickets,9107388,Philadelphia 76ers,New Orleans Pelicans,2015_027
1012,2015-02-23T00:00:00Z,Denver Nuggets at Oklahoma City Thunder Tickets,9107142,Denver Nuggets,Oklahoma City Thunder,2015_054
1013,2015-03-19T00:00:00Z,Boston Celtics at Oklahoma City Thunder Tickets,9107122,Boston Celtics,Oklahoma City Thunder,2015_078
1014,2015-02-10T01:00:00Z,Utah Jazz at New Orleans Pelicans Tickets,9107354,Utah Jazz,New Orleans Pelicans,2015_041
1015,2014-12-13T01:00:00Z,Cleveland Cavaliers at New Orleans Pelicans Tickets,9107342,Cleveland Cavaliers,New Orleans Pelicans,2014_347
1016,2015-04-08T00:00:00Z,Golden State Warriors at New Orleans Pelicans Tickets,9107349,Golden State Warriors,New Orleans Pelicans,2015_098
1017,2014-11-22T01:00:00Z,Boston Celtics at Memphis Grizzlies Tickets,9107746,Boston Celtics,Memphis Grizzlies,2014_326
1018,2015-01-17T00:00:00Z,Detroit Pistons at Indiana Pacers Tickets,9107494,Detroit Pistons,Indiana Pacers,2015_017
1019,2015-01-14T00:00:00Z,Minnesota Timberwolves at Indiana Pacers Tickets,9107491,Minnesota Timberwolves,Indiana Pacers,2015_014
1020,2014-12-31T20:00:00Z,Miami Heat at Indiana Pacers Tickets,9107484,Miami Heat,Indiana Pacers,2014_365
1021,2015-01-28T00:00:00Z,Toronto Raptors at Indiana Pacers Tickets,9107497,Toronto Raptors,Indiana Pacers,2015_028
1022,2014-11-29T01:00:00Z,Orlando Magic at Indiana Pacers Tickets,9107464,Orlando Magic,Indiana Pacers,2014_333
1023,2014-12-30T00:00:00Z,Chicago Bulls at Indiana Pacers Tickets,9107482,Chicago Bulls,Indiana Pacers,2014_364
1024,2014-12-16T00:00:00Z,Los Angeles Lakers at Indiana Pacers Tickets,9107476,Los Angeles Lakers,Indiana Pacers,2014_350
1025,2014-12-24T00:00:00Z,New Orleans Pelicans at Indiana Pacers Tickets,9107479,New Orleans Pelicans,Indiana Pacers,2014_358
1026,2015-03-25T23:30:00Z,Chicago Bulls at Toronto Raptors Tickets,9107690,Chicago Bulls,Toronto Raptors,2015_084
1027,2015-03-22T20:00:00Z,New York Knicks at Toronto Raptors Tickets,9107686,New York Knicks,Toronto Raptors,2015_081
1028,2015-04-16T00:00:00Z,Charlotte Hornets at Toronto Raptors Tickets,9107699,Charlotte Hornets,Toronto Raptors,2015_106
1029,2015-03-15T23:00:00Z,Portland Trail Blazers at Toronto Raptors Tickets,9107679,Portland Trail Blazers,Toronto Raptors,2015_074
1030,2015-01-14T02:00:00Z,Cleveland Cavaliers at Phoenix Suns Tickets,9107649,Cleveland Cavaliers,Phoenix Suns,2015_014
1031,2015-01-18T20:30:00Z,New Orleans Pelicans at Toronto Raptors Tickets,9107642,New Orleans Pelicans,Toronto Raptors,2015_018
1032,2014-12-07T23:00:00Z,Oklahoma City Thunder at Detroit Pistons Tickets,9107947,Oklahoma City Thunder,Detroit Pistons,2014_341
1033,2015-01-26T00:00:00Z,Detroit Pistons at Toronto Raptors Tickets,9107644,Detroit Pistons,Toronto Raptors,2015_026
1034,2014-11-20T00:00:00Z,Charlotte Hornets at Indiana Pacers Tickets,9107458,Charlotte Hornets,Indiana Pacers,2014_324
1035,2014-11-15T00:00:00Z,Denver Nuggets at Indiana Pacers Tickets,9107454,Denver Nuggets,Indiana Pacers,2014_319
1036,2014-11-11T00:00:00Z,Utah Jazz at Indiana Pacers Tickets,9107451,Utah Jazz,Indiana Pacers,2014_315
1037,2014-11-23T00:00:00Z,Phoenix Suns at Indiana Pacers Tickets,9107461,Phoenix Suns,Indiana Pacers,2014_327
1038,2014-12-18T01:00:00Z,Brooklyn Nets at Toronto Raptors Tickets,9107623,Brooklyn Nets,Toronto Raptors,2014_352
1039,2015-02-01T00:30:00Z,Houston Rockets at Detroit Pistons Tickets,9107972,Houston Rockets,Detroit Pistons,2015_032
1040,2015-01-11T00:30:00Z,Boston Celtics at Toronto Raptors Tickets,9107632,Boston Celtics,Toronto Raptors,2015_011
1041,2014-12-06T00:00:00Z,Oklahoma City Thunder at Philadelphia 76ers Tickets,9107837,Oklahoma City Thunder,Philadelphia 76ers,2014_340
1042,2014-11-22T00:00:00Z,Phoenix Suns at Philadelphia 76ers Tickets,9107839,Phoenix Suns,Philadelphia 76ers,2014_326
1043,2015-03-20T23:00:00Z,New York Knicks at Philadelphia 76ers Tickets,9107835,New York Knicks,Philadelphia 76ers,2015_079
1044,2015-01-17T00:00:00Z,New Orleans Pelicans at Philadelphia 76ers Tickets,9107831,New Orleans Pelicans,Philadelphia 76ers,2015_017
1045,2015-01-31T00:00:00Z,Minnesota Timberwolves at Philadelphia 76ers Tickets,9107829,Minnesota Timberwolves,Philadelphia 76ers,2015_031
1046,2015-01-08T00:00:00Z,Milwaukee Bucks at Philadelphia 76ers Tickets,9107826,Milwaukee Bucks,Philadelphia 76ers,2015_008
1047,2015-04-13T23:00:00Z,Milwaukee Bucks at Philadelphia 76ers Tickets,9107827,Milwaukee Bucks,Philadelphia 76ers,2015_103
1048,2015-04-16T00:00:00Z,Miami Heat at Philadelphia 76ers Tickets,9107825,Miami Heat,Philadelphia 76ers,2015_106
1049,2014-12-14T00:30:00Z,Memphis Grizzlies at Philadelphia 76ers Tickets,9107823,Memphis Grizzlies,Philadelphia 76ers,2014_348
1050,2015-03-30T23:00:00Z,Los Angeles Lakers at Philadelphia 76ers Tickets,9107820,Los Angeles Lakers,Philadelphia 76ers,2015_089
1051,2015-02-28T00:00:00Z,Washington Wizards at Philadelphia 76ers Tickets,9107857,Washington Wizards,Philadelphia 76ers,2015_059
1052,2015-04-08T23:00:00Z,Washington Wizards at Philadelphia 76ers Tickets,9107859,Washington Wizards,Philadelphia 76ers,2015_098
1053,2015-03-03T00:00:00Z,Toronto Raptors at Philadelphia 76ers Tickets,9107851,Toronto Raptors,Philadelphia 76ers,2015_062
1054,2014-12-02T00:00:00Z,San Antonio Spurs at Philadelphia 76ers Tickets,9107846,San Antonio Spurs,Philadelphia 76ers,2014_336
1055,2015-03-13T23:00:00Z,Sacramento Kings at Philadelphia 76ers Tickets,9107844,Sacramento Kings,Philadelphia 76ers,2015_072
1056,2015-01-24T00:00:00Z,Toronto Raptors at Philadelphia 76ers Tickets,9107849,Toronto Raptors,Philadelphia 76ers,2015_024
1057,2014-11-25T00:00:00Z,Portland Trail Blazers at Philadelphia 76ers Tickets,9107841,Portland Trail Blazers,Philadelphia 76ers,2014_329
1058,2015-01-11T00:30:00Z,Indiana Pacers at Philadelphia 76ers Tickets,9107812,Indiana Pacers,Philadelphia 76ers,2015_011
1059,2015-02-21T00:00:00Z,Indiana Pacers at Philadelphia 76ers Tickets,9107813,Indiana Pacers,Philadelphia 76ers,2015_052
1060,2015-03-27T23:00:00Z,Los Angeles Clippers at Philadelphia 76ers Tickets,9107818,Los Angeles Clippers,Philadelphia 76ers,2015_086
1061,2015-03-18T23:00:00Z,Detroit Pistons at Philadelphia 76ers Tickets,9107803,Detroit Pistons,Philadelphia 76ers,2015_077
1062,2015-01-29T00:00:00Z,Detroit Pistons at Philadelphia 76ers Tickets,9107802,Detroit Pistons,Philadelphia 76ers,2015_029
1063,2015-02-10T00:00:00Z,Golden State Warriors at Philadelphia 76ers Tickets,9107806,Golden State Warriors,Philadelphia 76ers,2015_041
1064,2015-01-30T01:00:00Z,New York Knicks at Indiana Pacers Tickets,9107500,New York Knicks,Indiana Pacers,2015_030
1065,2015-03-11T23:00:00Z,Chicago Bulls at Philadelphia 76ers Tickets,9107790,Chicago Bulls,Philadelphia 76ers,2015_070
1066,2015-02-01T00:00:00Z,Sacramento Kings at Indiana Pacers Tickets,9107503,Sacramento Kings,Indiana Pacers,2015_032
1067,2015-02-05T00:00:00Z,Detroit Pistons at Indiana Pacers Tickets,9107507,Detroit Pistons,Indiana Pacers,2015_036
1068,2014-11-27T00:00:00Z,Brooklyn Nets at Philadelphia 76ers Tickets,9107781,Brooklyn Nets,Philadelphia 76ers,2014_331
1069,2015-03-14T23:30:00Z,Brooklyn Nets at Philadelphia 76ers Tickets,9107783,Brooklyn Nets,Philadelphia 76ers,2015_073
1070,2014-12-20T00:00:00Z,Charlotte Hornets at Philadelphia 76ers Tickets,9107785,Charlotte Hornets,Philadelphia 76ers,2014_354
1071,2015-02-08T00:30:00Z,Charlotte Hornets at Philadelphia 76ers Tickets,9107787,Charlotte Hornets,Philadelphia 76ers,2015_039
1072,2015-02-10T00:00:00Z,San Antonio Spurs at Indiana Pacers Tickets,9107513,San Antonio Spurs,Indiana Pacers,2015_041
1073,2015-02-07T00:00:00Z,Cleveland Cavaliers at Indiana Pacers Tickets,9107510,Cleveland Cavaliers,Indiana Pacers,2015_038
