index,date,description,event_id,away_team,home_team,julian_day
1074,2015-01-06T00:00:00Z,Cleveland Cavaliers at Philadelphia 76ers Tickets,9107793,Cleveland Cavaliers,Philadelphia 76ers,2015_006
1075,2015-02-04T00:00:00Z,Denver Nuggets at Philadelphia 76ers Tickets,9107799,Denver Nuggets,Philadelphia 76ers,2015_035
1076,2014-11-30T00:00:00Z,Dallas Mavericks at Philadelphia 76ers Tickets,9107796,Dallas Mavericks,Philadelphia 76ers,2014_334
1077,2015-03-01T23:00:00Z,Philadelphia 76ers at Indiana Pacers Tickets,9107523,Philadelphia 76ers,Indiana Pacers,2015_060
1078,2015-03-07T00:00:00Z,Chicago Bulls at Indiana Pacers Tickets,9107529,Chicago Bulls,Indiana Pacers,2015_066
1079,2015-03-05T00:00:00Z,New York Knicks at Indiana Pacers Tickets,9107526,New York Knicks,Indiana Pacers,2015_064
1080,2015-03-10T23:00:00Z,Orlando Magic at Indiana Pacers Tickets,9107532,Orlando Magic,Indiana Pacers,2015_069
1081,2015-03-14T23:00:00Z,Boston Celtics at Indiana Pacers Tickets,9107539,Boston Celtics,Indiana Pacers,2015_073
1082,2015-03-12T23:00:00Z,Milwaukee Bucks at Indiana Pacers Tickets,9107536,Milwaukee Bucks,Indiana Pacers,2015_071
1083,2015-04-03T23:00:00Z,Charlotte Hornets at Indiana Pacers Tickets,9107548,Charlotte Hornets,Indiana Pacers,2015_093
1084,2015-03-16T23:00:00Z,Toronto Raptors at Indiana Pacers Tickets,9107541,Toronto Raptors,Indiana Pacers,2015_075
1085,2015-03-21T23:00:00Z,Brooklyn Nets at Indiana Pacers Tickets,9107543,Brooklyn Nets,Indiana Pacers,2015_080
1086,2015-03-29T23:00:00Z,Dallas Mavericks at Indiana Pacers Tickets,9107546,Dallas Mavericks,Indiana Pacers,2015_088
1087,2015-04-12T22:00:00Z,Oklahoma City Thunder at Indiana Pacers Tickets,9107552,Oklahoma City Thunder,Indiana Pacers,2015_102
1088,2015-04-05T22:00:00Z,Miami Heat at Indiana Pacers Tickets,9107550,Miami Heat,Indiana Pacers,2015_095
1089,2015-04-15T00:00:00Z,Washington Wizards at Indiana Pacers Tickets,9107554,Washington Wizards,Indiana Pacers,2015_105
1090,2015-03-08T00:30:00Z,Atlanta Hawks at Philadelphia 76ers Tickets,9107773,Atlanta Hawks,Philadelphia 76ers,2015_067
1091,2015-01-14T00:00:00Z,Atlanta Hawks at Philadelphia 76ers Tickets,9107770,Atlanta Hawks,Philadelphia 76ers,2015_014
1092,2015-03-08T22:00:00Z,Utah Jazz at Brooklyn Nets Tickets,9107019,Utah Jazz,Brooklyn Nets,2015_067
1093,2015-02-07T00:00:00Z,New York Knicks at Brooklyn Nets Tickets,9107010,New York Knicks,Brooklyn Nets,2015_038
1094,2015-03-20T23:30:00Z,Milwaukee Bucks at Brooklyn Nets Tickets,9107025,Milwaukee Bucks,Brooklyn Nets,2015_079
1095,2015-03-07T00:30:00Z,Phoenix Suns at Brooklyn Nets Tickets,9107017,Phoenix Suns,Brooklyn Nets,2015_066
1096,2015-03-10T23:30:00Z,New Orleans Pelicans at Brooklyn Nets Tickets,9107022,New Orleans Pelicans,Brooklyn Nets,2015_069
1097,2014-11-10T00:00:00Z,Philadelphia 76ers at Toronto Raptors Tickets,9107588,Philadelphia 76ers,Toronto Raptors,2014_314
1098,2015-03-11T00:30:00Z,Cleveland Cavaliers at Dallas Mavericks Tickets,9107150,Cleveland Cavaliers,Dallas Mavericks,2015_070
1099,2015-01-08T03:30:00Z,Los Angeles Lakers at Los Angeles Clippers Tickets,9106856,Los Angeles Lakers,Los Angeles Clippers,2015_008
1100,2015-01-04T03:30:00Z,Philadelphia 76ers at Los Angeles Clippers Tickets,9106850,Philadelphia 76ers,Los Angeles Clippers,2015_004
1101,2014-11-09T01:30:00Z,Memphis Grizzlies at Milwaukee Bucks Tickets (Potawatomi Hotel,9107702,Memphis Grizzlies,Milwaukee Bucks,2014_313
1102,2014-12-28T00:00:00Z,Boston Celtics at Washington Wizards Tickets,9107368,Boston Celtics,Washington Wizards,2014_362
1103,2014-12-21T23:00:00Z,Phoenix Suns at Washington Wizards Tickets,9107363,Phoenix Suns,Washington Wizards,2014_355
1104,2015-01-08T00:00:00Z,New York Knicks at Washington Wizards Tickets,9107371,New York Knicks,Washington Wizards,2015_008
1105,2015-01-29T01:00:00Z,Oklahoma City Thunder at New York Knicks Tickets,9106859,Oklahoma City Thunder,New York Knicks,2015_029
1106,2015-02-04T00:30:00Z,Boston Celtics at New York Knicks Tickets,9106865,Boston Celtics,New York Knicks,2015_035
1107,2015-02-21T00:30:00Z,Miami Heat at New York Knicks Tickets,9106873,Miami Heat,New York Knicks,2015_052
1108,2015-03-08T00:30:00Z,Indiana Pacers at New York Knicks Tickets,9106883,Indiana Pacers,New York Knicks,2015_067
1109,2014-12-20T18:00:00Z,Phoenix Suns at New York Knicks Tickets,9106823,Phoenix Suns,New York Knicks,2014_354
1110,2015-02-28T03:00:00Z,San Antonio Spurs at Sacramento Kings Tickets,9107215,San Antonio Spurs,Sacramento Kings,2015_059
1111,2015-01-03T00:30:00Z,Detroit Pistons at New York Knicks Tickets,9106831,Detroit Pistons,New York Knicks,2015_003
1112,2015-01-10T18:00:00Z,Charlotte Hornets at New York Knicks Tickets,9106845,Charlotte Hornets,New York Knicks,2015_010
1113,2015-01-19T22:30:00Z,New Orleans Pelicans at New York Knicks Tickets,9106848,New Orleans Pelicans,New York Knicks,2015_019
1114,2014-12-03T00:30:00Z,Brooklyn Nets at New York Knicks Tickets,9106805,Brooklyn Nets,New York Knicks,2014_337
1115,2015-02-25T00:00:00Z,Golden State Warriors at Washington Wizards Tickets,9107409,Golden State Warriors,Washington Wizards,2015_056
1116,2015-02-21T01:00:00Z,Cleveland Cavaliers at Washington Wizards Tickets,9107405,Cleveland Cavaliers,Washington Wizards,2015_052
1117,2015-02-08T00:00:00Z,Brooklyn Nets at Washington Wizards Tickets,9107397,Brooklyn Nets,Washington Wizards,2015_039
1118,2015-02-10T00:00:00Z,Orlando Magic at Washington Wizards Tickets,9107400,Orlando Magic,Washington Wizards,2015_041
1119,2015-03-12T23:00:00Z,Memphis Grizzlies at Washington Wizards Tickets,9107419,Memphis Grizzlies,Washington Wizards,2015_071
1120,2015-03-01T00:00:00Z,Detroit Pistons at Washington Wizards Tickets,9107413,Detroit Pistons,Washington Wizards,2015_060
1121,2015-02-03T00:00:00Z,Charlotte Hornets at Washington Wizards Tickets,9107395,Charlotte Hornets,Washington Wizards,2015_034
1122,2015-02-01T00:00:00Z,Toronto Raptors at Washington Wizards Tickets,9107392,Toronto Raptors,Washington Wizards,2015_032
1123,2015-04-13T23:30:00Z,Orlando Magic at Miami Heat Tickets,9107295,Orlando Magic,Miami Heat,2015_103
1124,2015-03-29T22:00:00Z,Detroit Pistons at Miami Heat Tickets,9107277,Detroit Pistons,Miami Heat,2015_088
1125,2015-04-01T00:00:00Z,San Antonio Spurs at Miami Heat Tickets,9107279,San Antonio Spurs,Miami Heat,2015_091
1126,2015-04-07T23:30:00Z,Charlotte Hornets at Miami Heat Tickets,9107283,Charlotte Hornets,Miami Heat,2015_097
1127,2015-03-11T23:30:00Z,Brooklyn Nets at Miami Heat Tickets,9107268,Brooklyn Nets,Miami Heat,2015_070
1128,2015-03-05T01:00:00Z,Los Angeles Lakers at Miami Heat Tickets,9107258,Los Angeles Lakers,Miami Heat,2015_064
1129,2015-03-03T00:30:00Z,Phoenix Suns at Miami Heat Tickets,9107254,Phoenix Suns,Miami Heat,2015_062
1130,2015-01-03T00:30:00Z,Dallas Mavericks at Boston Celtics Tickets,9107056,Dallas Mavericks,Boston Celtics,2015_003
1131,2014-12-06T00:00:00Z,Denver Nuggets at Washington Wizards Tickets,9107347,Denver Nuggets,Washington Wizards,2014_340
1132,2015-03-01T00:30:00Z,Atlanta Hawks at Miami Heat Tickets,9107251,Atlanta Hawks,Miami Heat,2015_060
1133,2015-02-24T00:30:00Z,Philadelphia 76ers at Miami Heat Tickets,9107250,Philadelphia 76ers,Miami Heat,2015_055
1134,2014-12-09T00:00:00Z,Boston Celtics at Washington Wizards Tickets,9107351,Boston Celtics,Washington Wizards,2014_343
1135,2015-01-14T00:00:00Z,San Antonio Spurs at Washington Wizards Tickets,9107378,San Antonio Spurs,Washington Wizards,2015_014
1136,2015-03-25T23:00:00Z,Indiana Pacers at Washington Wizards Tickets,9107429,Indiana Pacers,Washington Wizards,2015_084
1137,2015-03-27T23:00:00Z,Charlotte Hornets at Washington Wizards Tickets,9107431,Charlotte Hornets,Washington Wizards,2015_086
1138,2015-03-29T22:00:00Z,Houston Rockets at Washington Wizards Tickets,9107432,Houston Rockets,Washington Wizards,2015_088
1139,2015-04-12T22:00:00Z,Atlanta Hawks at Washington Wizards Tickets,9107435,Atlanta Hawks,Washington Wizards,2015_102
1140,2015-04-01T23:00:00Z,Philadelphia 76ers at Washington Wizards Tickets,9107433,Philadelphia 76ers,Washington Wizards,2015_091
1141,2015-04-03T23:00:00Z,New York Knicks at Washington Wizards Tickets,9107434,New York Knicks,Washington Wizards,2015_093
1142,2014-11-09T00:30:00Z,Minnesota Timberwolves at Miami Heat Tickets,9107195,Minnesota Timberwolves,Miami Heat,2014_313
1143,2014-12-01T02:00:00Z,Minnesota Timberwolves at Portland Trail Blazers Tickets,9107389,Minnesota Timberwolves,Portland Trail Blazers,2014_335
1144,2014-11-14T01:00:00Z,Sacramento Kings at Memphis Grizzlies Tickets,9107736,Sacramento Kings,Memphis Grizzlies,2014_318
1145,2014-11-20T02:00:00Z,Oklahoma City Thunder at Denver Nuggets Tickets,9107463,Oklahoma City Thunder,Denver Nuggets,2014_324
1146,2015-04-02T00:00:00Z,Chicago Bulls at Milwaukee Bucks Tickets,9107664,Chicago Bulls,Milwaukee Bucks,2015_092
1147,2015-02-28T00:30:00Z,Golden State Warriors at Toronto Raptors Tickets,9107669,Golden State Warriors,Toronto Raptors,2015_059
1148,2014-11-25T00:30:00Z,Phoenix Suns at Toronto Raptors Tickets,9107604,Phoenix Suns,Toronto Raptors,2014_329
1149,2014-11-18T00:30:00Z,Phoenix Suns at Boston Celtics Tickets,9107018,Phoenix Suns,Boston Celtics,2014_322
